Rk,Team,Adj OE,Adj DE,Barthag,Record,Wins,Games,eFG,eFG D.,FT Rate,FT Rate D,TOV%,TOV% D,O Reb%,Op OReb%,Raw T,2P %,2P % D.,3P %,3P % D.,Blk %,Blked %,Ast %,Op Ast %,3P Rate,3P Rate D,Adj. T,Avg Hgt.,Eff. Hgt.,Exp.,PAKE,PASE,Talent,FT%,Op. FT%,PPP Off.,PPP Def.,Elite SOS,Year
59,Hartford,101.7,95.4,0.676,4–1,4,5,52.8,45.8,33.6,21.9,20.5,16.7,23.8,29.1,68.4,53.8,52.4,34.3,25.0,9.4,10.6,47.5,45.5,39.6,44.4,68.9,76.089,80.654,1.927,-0.029,-0.007,12.091,78.7,76.1,1.023,0.968,20.736,2021
60,Clemson,103.6,97.8,0.66,0–2,0,2,49.1,52.2,13.9,12.5,20.7,21.5,25.4,32.8,62.7,39.4,56.5,42.9,30.2,8.7,12.1,65.9,38.5,38.9,38.4,63.2,76.775,80.524,1.794,-0.67,-0.907,59.066,93.3,71.4,0.957,1.013,25.445,2021
61,Purdue,112.4,108.8,0.593,0–2,0,2,46.6,54.4,31.3,26.4,14.5,13.1,38.8,33.9,61.1,45.3,52.1,32.1,38.5,17.8,6.7,55.8,56.9,42.7,41.6,64.4,78.354,81.744,1.041,-1.214,-1.536,60.403,61.0,87.9,1.069,1.199,40.457,2021
62,Drexel,111.4,108.1,0.586,3–1,3,4,53.2,51.0,20.8,12.0,18.9,7.2,28.7,24.3,62.1,42.1,52.2,50.7,31.9,3.9,6.9,50.5,37.9,32.9,27.7,63.3,77.103,80.023,1.77,-0.069,-0.007,8.771,80.0,73.3,1.071,1.112,22.484,2021
63,Wichita St.,93.9,91.2,0.583,1–2,1,3,43.6,47.6,28.5,22.3,13.4,21.1,23.0,30.5,64.6,41.6,43.4,31.0,36.7,15.1,13.9,57.8,55.9,41.3,36.1,64.8,76.436,79.135,1.861,0.0,0.0,37.445,59.2,59.5,0.923,0.928,16.161,2021
64,Liberty,106.2,104.0,0.56,3–1,3,4,53.8,50.7,23.7,33.0,17.9,18.7,24.6,23.3,66.9,51.8,51.1,37.9,33.3,7.6,10.2,58.7,37.9,38.8,39.1,65.4,75.76,79.299,1.736,-0.358,-0.25,3.795,83.0,69.0,1.066,0.998,13.065,2021
65,Texas Southern,101.3,99.5,0.551,4–1,4,5,47.5,43.3,39.5,36.8,18.6,18.0,31.9,28.5,70.4,51.6,46.1,24.4,26.1,9.4,8.8,41.7,50.9,27.4,39.8,71.5,77.58,80.188,2.509,-0.031,-0.007,13.802,71.2,65.5,1.02,0.918,16.514,2021
66,Mount St. Mary's,98.0,96.4,0.547,2–1,2,3,46.7,43.2,48.7,25.1,17.5,11.3,28.0,25.6,64.7,49.5,38.6,27.5,35.7,17.3,9.9,46.9,40.6,33.6,30.6,63.0,76.902,80.738,1.572,0.0,0.0,0.2,66.2,65.2,0.985,0.969,9.993,2021
67,Appalachian St.,94.2,95.7,0.455,4–1,4,5,43.5,44.5,36.1,22.5,16.8,19.4,28.7,27.4,66.9,36.9,42.3,33.3,33.0,9.6,16.8,55.2,48.7,50.2,31.1,67.4,76.131,79.11,1.818,0.0,0.0,9.441,74.1,76.5,0.968,0.914,7.917,2021
68,Cleveland St.,104.3,106.6,0.438,3–1,3,4,51.8,50.0,28.7,29.2,15.7,15.0,31.2,34.0,67.1,51.3,51.7,35.4,31.9,13.2,10.1,55.8,51.3,25.6,43.4,67.0,76.953,79.047,2.036,-0.045,-0.064,2.192,71.2,74.4,1.077,1.112,20.794,2021
1,Villanova,132.1,93.6,0.981,8–1,8,9,63.4,49.5,32.6,23.9,15.7,20.5,24.6,31.7,65.0,57.9,47.2,48.6,35.6,9.8,7.0,51.0,49.5,36.4,38.0,64.2,77.358,80.028,1.709,2.7,3.629,81.555,79.4,62.3,1.24,0.994,47.793,2016
2,Kansas,119.5,86.8,0.975,6–1,6,7,55.9,44.2,39.1,37.5,20.0,16.2,31.4,24.9,70.6,56.9,45.8,35.7,27.4,10.6,7.3,58.9,43.8,29.6,33.1,71.4,77.281,80.733,1.863,0.0,-0.35,80.776,77.0,69.3,1.118,0.945,44.483,2016
3,North Carolina,131.1,95.6,0.974,8–1,8,9,55.5,49.2,31.3,32.0,15.2,17.4,42.9,30.9,65.8,54.3,46.5,39.2,36.2,12.5,6.5,53.1,36.9,26.2,35.0,68.4,77.842,81.623,1.854,1.9,1.65,90.938,78.9,69.8,1.252,1.032,44.509,2016
4,Virginia,120.9,90.0,0.968,5–2,5,7,55.7,49.0,28.1,31.1,14.2,16.2,28.0,21.8,62.5,54.6,47.6,38.8,35.0,11.8,5.6,59.9,41.4,30.1,28.9,62.3,77.777,80.253,1.985,-0.1,-0.35,74.302,71.3,75.7,1.157,0.992,43.727,2016
5,Gonzaga,126.9,94.5,0.967,5–1,5,6,58.0,46.5,30.6,27.0,18.2,16.2,35.4,31.6,65.9,55.3,42.4,41.8,36.0,10.0,9.8,48.2,40.6,36.2,35.1,66.2,78.445,82.216,1.788,0.8,1.393,58.0,81.6,71.9,1.202,1.012,37.405,2016
6,Oregon,122.7,93.6,0.957,6–1,6,7,53.0,48.2,40.9,32.4,13.8,19.3,35.9,30.5,68.3,52.8,43.8,35.6,37.1,15.2,6.7,45.5,46.4,34.0,37.1,67.6,78.112,80.387,1.495,0.7,-0.35,51.771,68.2,72.0,1.184,1.001,39.738,2016
7,Purdue,117.1,90.0,0.954,2–2,2,4,54.1,44.7,33.2,25.6,16.2,12.2,27.3,23.5,65.4,54.7,44.8,35.4,29.7,11.7,6.0,63.1,48.0,35.3,35.8,67.9,78.542,82.518,1.518,-1.4,-1.114,66.451,76.6,63.1,1.114,0.963,34.775,2016
8,Kentucky,128.8,99.7,0.95,4–1,4,5,56.4,45.5,36.4,34.4,15.1,19.2,35.5,37.8,66.1,53.3,44.7,41.7,31.4,14.7,10.3,43.8,38.3,33.0,34.1,67.3,76.716,81.335,0.956,-0.8,-0.536,92.397,79.2,71.8,1.217,1.022,34.942,2016
9,Stephen F. Austin,119.5,93.1,0.946,3–1,3,4,48.6,48.1,44.2,40.8,10.2,26.6,35.1,36.2,68.5,51.0,51.1,29.8,28.2,8.1,7.7,62.6,46.1,37.8,34.5,68.3,74.908,78.024,2.171,0.3,0.836,0.458,80.9,73.8,1.208,0.949,26.427,2016
10,Seton Hall,110.6,86.2,0.946,3–1,3,4,50.9,45.6,43.4,34.5,22.5,20.1,32.9,33.9,73.4,51.9,44.3,32.4,31.9,9.5,6.5,45.2,49.0,32.5,37.3,72.8,77.746,80.19,1.139,-1.0,-1.079,62.243,57.6,70.1,0.984,0.991,57.351,2016
11,Oklahoma,120.5,95.5,0.936,5–2,5,7,53.2,51.9,33.4,31.1,21.0,19.4,33.5,35.1,69.3,50.2,51.6,38.4,35.0,12.7,7.6,50.0,49.2,40.9,39.3,68.9,77.014,80.385,2.158,1.8,1.629,57.714,70.1,69.0,1.074,1.072,51.932,2016
12,Syracuse,116.1,92.9,0.929,4–2,4,6,48.8,47.6,33.6,20.3,17.1,19.0,37.3,35.5,63.2,44.5,46.0,37.8,33.6,17.4,12.7,44.8,62.1,35.1,35.8,64.9,78.621,80.191,1.713,2.9,3.379,88.863,71.9,64.8,1.088,0.996,47.526,2016
13,Texas A&M,108.8,87.5,0.925,4–2,4,6,47.8,45.6,35.5,32.1,17.5,18.6,35.4,26.2,70.1,51.4,43.7,27.8,32.1,10.7,10.5,43.7,52.1,36.8,42.0,68.8,78.219,80.689,1.815,0.2,0.136,69.544,66.9,65.5,1.046,0.932,40.2,2016
14,Xavier,115.6,93.1,0.923,2–2,2,4,49.6,47.0,25.7,35.3,16.0,19.5,36.6,26.3,71.8,47.5,52.0,36.0,25.3,5.9,8.4,50.0,48.0,32.5,35.3,72.6,77.888,80.569,1.534,-1.0,-1.371,65.075,64.7,68.7,1.068,0.967,31.016,2016
15,Hawaii,108.0,87.2,0.921,4–1,4,5,50.4,42.5,40.8,38.9,16.5,18.5,26.6,23.4,70.1,52.2,50.8,31.3,18.2,8.8,7.5,53.5,43.6,34.0,35.4,70.3,77.367,80.763,2.152,0.4,0.75,15.446,69.6,74.3,1.038,0.91,28.375,2016
16,Michigan St.,122.6,99.2,0.92,3–1,3,4,54.6,48.0,23.2,33.3,17.7,13.7,34.9,26.1,63.7,51.1,46.5,40.2,34.3,9.7,11.3,62.6,45.3,38.2,30.2,64.3,77.182,80.048,1.818,-2.3,-2.371,59.574,81.1,73.0,1.147,1.048,35.742,2016
17,Baylor,113.6,92.5,0.914,1–2,1,3,47.0,49.7,34.2,47.2,16.7,18.6,32.5,28.0,69.8,47.3,52.2,30.9,29.2,9.7,8.5,43.6,63.0,29.9,29.8,71.2,76.784,80.2,1.878,-1.1,-1.114,48.262,68.3,65.8,1.031,1.002,48.919,2016
18,Iowa St.,119.9,97.7,0.913,2–2,2,4,59.2,51.5,28.3,34.9,16.0,14.3,18.0,23.2,71.7,55.1,56.1,44.2,28.4,7.0,9.5,51.3,49.5,36.9,34.0,73.7,77.43,79.856,2.427,0.5,0.464,63.044,65.2,72.3,1.112,1.063,45.154,2016
19,Maryland,119.9,97.8,0.912,3–2,3,5,53.1,47.6,46.5,26.7,15.8,15.5,23.7,32.8,67.1,56.0,46.0,32.7,33.6,10.0,8.7,46.7,46.1,42.3,34.9,66.9,79.102,82.268,1.774,0.7,0.886,87.245,80.2,86.6,1.111,1.081,42.585,2016
20,Saint Joseph's,124.0,101.2,0.912,4–1,4,5,55.1,51.6,42.0,26.8,14.3,15.1,25.6,25.6,70.0,56.1,52.0,35.3,34.1,7.3,12.6,45.4,49.3,30.0,42.2,70.9,76.953,79.218,1.79,0.2,0.3,41.08,71.4,75.6,1.134,1.079,41.769,2016
21,Wichita St.,100.5,82.3,0.909,3–2,3,5,41.8,46.0,34.4,38.5,15.6,20.5,28.0,19.5,64.1,44.0,44.1,25.2,32.6,13.8,9.9,47.2,41.8,36.1,38.5,66.2,77.002,80.021,1.873,-0.2,0.393,27.563,73.5,61.1,0.947,0.871,39.514,2016
22,Northern Iowa,112.2,92.1,0.906,4–1,4,5,50.2,44.5,45.5,31.9,13.7,16.1,13.3,30.3,62.2,50.0,51.1,33.6,22.9,8.9,11.3,35.8,40.3,44.3,39.6,63.0,76.842,79.442,2.207,0.4,0.393,36.74,74.1,68.4,1.019,0.983,37.324,2016
23,USC,120.6,99.1,0.905,1–2,1,3,53.8,52.2,27.4,23.8,16.4,13.0,32.4,21.7,69.1,48.9,49.1,43.6,38.5,9.5,10.7,44.3,64.6,29.6,35.9,69.3,78.528,82.316,1.247,-0.6,-0.7,72.171,70.6,74.4,1.138,1.066,35.375,2016
24,Providence,116.2,95.5,0.905,2–2,2,4,52.7,54.6,27.9,24.8,14.5,19.1,23.0,33.6,65.4,51.5,51.6,36.2,41.5,8.1,6.8,52.9,48.2,41.6,28.8,64.7,77.805,80.423,1.133,0.3,0.4,59.887,63.5,76.8,1.062,1.108,56.705,2016
25,Connecticut,117.1,96.4,0.904,4–1,4,5,49.5,44.9,31.7,41.1,12.7,14.4,24.3,30.8,65.0,44.3,44.7,39.8,30.3,13.5,11.3,49.6,44.7,33.7,29.3,64.8,77.999,80.969,1.968,0.0,0.4,72.327,87.6,67.2,1.095,1.008,38.767,2016
26,West Virginia,112.0,92.8,0.897,2–2,2,4,48.4,49.0,41.3,58.1,26.0,22.1,39.9,29.5,70.2,47.3,40.8,33.8,41.0,11.7,10.3,52.6,56.8,34.5,39.4,69.4,77.299,80.627,1.724,-1.5,-1.864,46.477,71.7,78.3,1.005,1.012,45.928,2016
27,VCU,116.5,97.1,0.89,3–2,3,5,49.5,51.4,31.3,36.1,13.5,13.5,32.6,20.6,69.8,54.8,55.3,27.3,28.4,9.6,10.6,44.4,48.5,37.8,30.9,68.4,76.701,79.253,2.092,-0.1,0.379,38.015,74.0,68.0,1.12,1.039,31.891,2016
28,Indiana,122.9,102.8,0.886,2–2,2,4,57.2,52.1,39.9,36.8,18.7,18.0,36.4,33.6,69.4,56.5,53.8,38.8,32.4,10.6,8.7,55.9,50.0,38.1,31.6,70.1,77.368,80.228,1.749,0.5,0.886,68.041,80.9,81.4,1.178,1.131,45.968,2016
29,Miami FL,123.5,103.3,0.886,3–2,3,5,59.8,52.6,51.3,40.8,20.5,17.1,22.4,31.0,66.5,54.3,50.3,48.6,38.6,8.5,3.0,43.1,43.3,29.9,30.5,67.8,77.696,81.429,2.218,0.5,0.136,66.635,74.2,81.1,1.11,1.131,49.776,2016
30,Pittsburgh,114.4,97.0,0.87,1–2,1,3,48.7,52.5,30.4,29.6,18.0,15.8,30.9,33.7,61.1,46.1,50.0,37.2,38.5,7.3,12.2,44.9,53.3,27.2,32.1,62.9,78.609,80.759,2.072,-0.7,-0.621,57.184,66.7,75.0,1.015,1.124,50.114,2016
31,Colorado,110.0,94.3,0.855,1–2,1,3,45.3,44.7,34.2,55.6,15.8,18.2,36.4,23.9,71.6,44.6,41.5,31.5,35.7,8.5,18.0,46.8,37.5,28.0,26.3,72.2,78.037,81.146,1.771,-0.4,-0.7,53.765,75.8,77.5,1.047,0.987,32.868,2016
32,Duke,122.9,105.5,0.853,3–2,3,5,53.0,53.7,40.1,26.0,12.4,15.1,29.8,36.9,67.4,51.7,53.1,36.6,36.6,11.8,11.4,49.3,49.7,41.1,34.7,68.3,78.698,82.182,1.063,0.5,0.464,94.152,71.7,67.9,1.167,1.169,33.314,2016
33,Little Rock,108.7,94.3,0.837,3–1,3,4,50.9,53.5,31.9,31.5,12.9,20.2,23.5,22.4,63.8,49.0,53.9,36.0,35.2,3.9,9.4,44.2,58.0,36.6,40.7,63.2,76.067,79.842,2.35,0.0,0.0,0.475,65.3,66.2,1.059,1.015,35.347,2016
34,Buffalo,113.6,98.6,0.836,3–1,3,4,53.1,47.6,32.8,32.9,16.5,14.4,29.6,24.2,71.3,44.9,42.9,42.5,36.4,8.8,10.1,45.8,53.5,43.4,40.2,72.8,77.17,79.387,1.454,-0.2,-0.164,6.348,73.8,75.3,1.115,1.034,24.142,2016
35,Iona,112.8,98.1,0.833,3–1,3,4,55.9,52.4,28.9,38.2,15.0,18.2,26.5,25.9,70.1,53.3,48.3,39.4,39.8,11.7,7.4,54.0,48.5,43.5,36.4,67.7,76.593,79.763,2.184,-0.3,-0.25,8.384,68.1,64.4,1.119,1.052,25.16,2016
36,Michigan,109.7,95.8,0.826,3–2,3,5,47.1,52.0,23.2,29.5,12.7,18.9,25.1,32.9,63.1,47.1,51.9,31.5,34.9,7.4,15.9,60.8,53.9,42.8,31.3,64.6,77.95,80.46,1.418,-0.56,-0.607,54.482,76.8,75.3,1.031,1.074,39.43,2016
37,Dayton,97.8,85.7,0.82,1–2,1,3,45.2,44.4,35.2,39.4,17.9,20.2,22.6,25.2,72.5,47.9,40.6,26.3,33.3,14.9,5.0,56.9,48.4,32.4,40.6,73.0,76.731,79.65,1.562,-0.5,-0.907,36.347,64.5,82.1,0.914,0.947,35.172,2016
38,Arizona,115.3,101.2,0.818,1–2,1,3,48.8,45.0,48.8,39.6,22.7,12.0,40.0,38.6,69.2,41.7,44.4,42.1,31.0,12.5,18.3,38.9,42.7,33.1,28.7,69.7,78.309,82.474,2.016,-0.7,-1.079,66.359,69.0,70.0,1.047,1.102,47.848,2016
39,Cal St. Bakersfield,108.3,95.1,0.817,3–1,3,4,51.2,45.3,40.9,44.1,18.1,25.0,31.6,36.1,64.9,48.3,39.7,38.2,37.0,9.9,9.5,61.9,44.3,31.6,35.8,65.4,75.521,78.648,1.895,-0.2,-0.064,5.421,63.6,61.1,1.062,0.924,20.648,2016
40,Oregon St.,110.8,97.4,0.815,1–2,1,3,48.8,48.5,42.3,43.6,15.0,17.9,21.0,31.3,69.1,41.7,50.5,41.8,30.4,4.9,13.0,52.9,56.2,33.7,40.1,68.8,77.982,81.543,1.608,-0.5,-0.907,44.404,73.9,66.7,1.014,1.047,38.089,2016
41,UNC Asheville,103.3,91.0,0.811,3–1,3,4,50.0,45.8,33.3,25.4,17.4,21.6,30.3,29.8,70.6,47.1,52.3,38.5,25.5,11.5,7.0,48.1,51.0,27.4,45.8,72.1,75.882,77.31,1.148,-0.1,-0.064,11.114,70.9,85.2,1.038,0.964,24.734,2016
42,Cincinnati,127.7,112.5,0.811,0–2,0,2,50.4,52.5,34.3,29.3,14.1,11.4,39.0,33.3,60.1,44.8,50.0,40.0,38.0,17.8,13.8,44.1,45.3,36.5,35.7,60.3,77.619,80.72,1.92,-0.8,-0.6,56.651,74.5,85.4,1.158,1.218,40.825,2016
43,Middle Tennessee,110.7,97.9,0.804,4–1,4,5,53.0,51.7,39.5,29.1,18.3,19.8,30.4,34.4,68.8,49.2,50.8,40.9,35.5,11.1,10.4,44.3,47.8,31.3,36.1,68.9,76.546,79.073,1.752,0.8,0.936,8.754,67.6,62.8,1.085,1.047,29.455,2016
44,Fresno St.,111.0,98.3,0.802,3–1,3,4,49.8,46.5,35.0,39.6,14.8,21.7,27.6,37.3,69.2,48.4,49.7,35.1,27.4,11.2,5.7,37.9,50.0,32.9,37.0,69.4,77.191,80.187,2.293,-0.4,-0.164,40.734,76.8,77.8,1.069,1.015,29.681,2016
45,California,110.5,97.9,0.801,1–2,1,3,47.8,51.5,41.9,48.1,15.8,17.2,29.3,21.1,69.1,49.1,49.5,30.2,37.3,9.0,5.2,38.2,33.8,35.2,31.5,69.4,79.119,82.18,1.439,-1.1,-1.536,78.13,65.3,76.9,1.022,1.054,34.026,2016
46,Notre Dame,115.9,102.9,0.797,4–2,4,6,54.4,49.3,32.5,23.0,21.6,14.8,31.6,41.1,62.7,52.9,49.6,38.2,32.6,9.6,8.3,50.0,61.0,33.1,36.5,63.4,77.594,80.614,1.721,2.0,1.921,76.873,77.0,75.9,1.072,1.142,48.924,2016
47,Green Bay,107.8,95.9,0.793,4–1,4,5,48.4,45.3,57.8,37.7,16.6,22.7,23.8,35.5,73.1,44.4,44.6,37.1,31.0,12.3,8.3,48.3,49.2,35.0,36.7,75.6,76.726,79.437,2.069,-0.2,-0.164,0.2,68.1,75.9,1.007,0.98,24.382,2016
48,Butler,116.2,103.4,0.793,1–2,1,3,51.5,58.0,25.8,23.5,16.0,16.5,27.8,25.0,62.7,40.9,59.3,49.1,36.7,4.4,10.9,47.9,49.4,32.5,30.2,65.7,77.299,79.091,2.128,0.2,0.4,61.077,76.2,63.2,1.064,1.128,46.239,2016
49,Yale,112.3,100.0,0.792,1–1,1,2,48.7,52.1,36.8,26.3,17.7,13.1,40.6,27.5,64.9,56.0,45.6,23.1,43.6,11.4,12.0,52.9,52.8,34.2,33.1,66.0,76.942,79.41,2.27,0.3,0.486,3.85,76.2,74.2,1.101,1.124,47.762,2016
50,Florida Gulf Coast,108.5,96.9,0.786,4–1,4,5,57.3,43.4,42.6,35.2,19.1,12.8,38.7,25.8,68.5,58.7,41.7,35.2,31.1,11.3,9.2,49.7,50.8,24.6,34.2,66.3,77.38,80.411,1.331,-0.1,-0.007,24.576,61.0,70.6,1.158,0.987,19.102,2016
51,Wisconsin,93.6,83.6,0.786,2–2,2,4,41.4,44.7,28.8,34.0,18.4,16.8,27.1,22.1,63.8,43.4,44.9,25.6,29.2,8.2,12.5,46.9,38.8,38.7,23.3,64.7,78.016,80.463,1.348,1.1,1.093,58.366,67.2,75.7,0.889,0.928,37.839,2016
52,Temple,111.7,101.8,0.744,1–2,1,3,46.9,48.9,24.2,27.2,14.5,13.5,36.4,29.0,64.2,49.2,47.3,28.1,35.3,7.0,9.2,48.8,45.6,33.0,28.3,65.2,77.473,79.896,2.186,-0.3,-0.621,55.758,61.7,71.4,1.053,1.053,31.106,2016
53,Utah,116.4,106.1,0.744,3–2,3,5,56.1,54.6,34.5,19.3,23.1,12.0,29.6,30.2,65.0,52.8,51.9,41.3,40.2,5.1,10.4,52.4,35.5,36.1,32.3,64.5,77.564,81.582,2.011,-0.1,-0.864,34.826,81.8,72.1,1.075,1.169,42.462,2016
54,UNC Wilmington,115.1,105.4,0.734,3–1,3,4,51.7,49.3,31.8,64.2,15.0,16.5,31.7,29.0,66.4,48.8,48.6,38.5,33.9,10.6,9.8,38.2,48.9,32.2,30.4,68.0,76.038,79.546,1.606,-0.4,-0.25,1.709,70.1,75.6,1.112,1.097,24.955,2016
55,Austin Peay,114.8,107.7,0.676,4–1,4,5,56.5,52.6,54.2,32.7,19.0,14.4,34.3,30.3,72.0,54.4,60.2,40.2,26.3,4.4,8.8,52.1,49.7,35.9,36.4,71.3,76.334,78.983,1.667,0.0,-0.007,0.232,67.5,70.8,1.153,1.134,22.323,2016
56,Holy Cross,100.9,95.6,0.65,5–1,5,6,50.0,46.7,30.9,28.7,15.5,20.5,22.1,35.4,61.0,46.9,50.6,35.9,28.4,5.8,12.6,63.9,61.7,44.8,48.5,60.1,76.3,79.578,1.649,0.0,-0.007,5.623,63.3,69.8,0.996,0.996,17.797,2016
57,Texas Tech,103.8,99.1,0.63,0–2,0,2,47.9,55.6,17.1,39.8,19.3,21.6,28.8,26.7,64.8,46.9,43.3,33.3,50.0,8.3,13.6,56.0,57.8,30.8,38.8,64.2,77.56,80.266,1.716,-0.5,-0.7,18.334,55.0,74.4,0.95,1.066,29.543,2016
58,Iowa,105.9,102.3,0.598,1–2,1,3,45.5,56.2,23.6,18.0,16.5,18.9,31.7,28.4,66.2,45.4,54.2,30.6,40.0,6.8,10.1,61.8,62.5,37.7,33.7,67.9,78.494,82.096,2.125,0.0,0.093,54.413,71.1,78.1,0.999,1.091,37.976,2016
59,South Dakota St.,105.6,102.6,0.582,3–1,3,4,45.7,51.0,42.7,35.0,16.9,17.7,31.8,23.6,63.4,44.8,47.1,31.4,39.7,5.7,12.0,45.8,40.7,40.8,31.0,66.2,76.548,79.676,1.889,-0.4,-0.514,12.379,83.3,76.1,1.056,1.029,18.231,2016
60,Chattanooga,103.6,100.9,0.575,3–1,3,4,48.8,52.2,40.3,27.8,21.7,18.8,30.8,34.9,68.0,50.0,55.4,31.1,30.1,14.0,8.5,44.7,45.9,34.3,31.7,67.4,77.023,79.324,2.305,-0.2,-0.514,7.903,78.2,76.6,1.026,1.063,18.579,2016
61,Southern,96.4,94.0,0.572,3–1,3,4,44.7,42.8,36.3,45.5,15.6,21.1,27.3,24.8,68.8,44.0,38.0,30.9,33.0,10.7,7.2,45.7,60.0,29.1,42.1,70.1,75.812,79.023,2.059,0.0,0.0,3.311,75.3,72.6,0.992,0.901,4.205,2016
62,Weber St.,102.0,100.1,0.554,3–1,3,4,56.0,49.6,30.1,21.1,22.2,15.3,20.5,30.1,66.5,57.8,48.5,36.0,36.2,5.4,7.3,62.6,39.7,47.8,18.7,64.7,76.775,80.035,1.391,-0.2,-0.064,1.595,66.7,62.3,1.005,1.027,20.059,2016
63,Texas,107.6,105.7,0.551,0–2,0,2,47.4,52.5,31.9,55.0,13.8,19.1,27.3,34.5,65.4,44.2,52.4,35.9,35.1,12.7,9.1,54.2,34.8,33.6,37.0,69.0,76.959,81.235,1.958,-1.1,-1.079,73.204,62.2,81.8,1.016,1.146,37.676,2016
64,Vanderbilt,95.7,95.0,0.521,0–2,0,2,42.7,43.9,32.7,33.6,17.9,10.5,23.4,26.3,66.9,43.9,40.5,27.3,34.2,11.9,9.1,63.4,46.8,40.0,31.1,67.7,78.641,82.804,1.344,0.0,0.0,60.005,58.3,73.2,0.86,1.024,39.897,2016
65,Hampton,109.3,110.1,0.479,3–1,3,4,51.5,53.4,37.6,21.6,17.3,14.7,32.1,21.7,68.0,51.9,51.9,33.8,37.5,3.2,10.8,41.9,44.1,30.1,33.9,70.2,76.047,78.994,2.293,0.0,-0.007,4.609,76.5,66.7,1.096,1.052,19.772,2016
66,Tulsa,103.3,106.2,0.421,0–2,0,2,47.2,47.7,41.1,33.3,17.6,11.8,24.6,34.1,68.1,51.9,49.4,23.3,30.0,10.1,11.7,46.8,42.6,28.0,38.8,66.8,76.347,79.345,2.725,0.0,0.0,3.983,63.6,76.7,0.947,1.146,28.78,2016
67,Stony Brook,105.5,110.9,0.36,3–1,3,4,47.1,55.4,49.0,25.4,14.8,15.9,40.9,25.8,67.5,43.9,54.1,37.7,38.4,10.3,11.1,61.8,41.1,25.3,37.1,67.4,76.619,79.327,2.267,-0.2,-0.25,0.2,64.4,71.2,1.122,1.107,18.868,2016
68,Fairleigh Dickinson,103.7,118.0,0.185,3–1,3,4,49.0,52.6,29.4,54.6,11.7,19.2,24.7,34.2,72.9,47.6,59.9,34.4,27.8,4.4,11.4,53.6,58.9,36.6,39.6,74.3,75.774,78.451,0.746,0.0,0.0,0.2,63.6,66.9,1.049,1.104,7.298,2016
1,North Carolina,121.1,88.0,0.975,7–1,7,8,48.7,46.7,37.9,36.6,15.3,18.2,38.4,24.5,72.9,50.6,44.3,29.7,33.7,11.1,9.4,63.6,44.1,31.4,38.1,72.8,77.937,81.405,1.917,3.02,2.65,88.126,70.4,77.8,1.117,0.976,50.462,2017
2,Gonzaga,113.5,83.9,0.97,8–1,8,9,51.6,39.8,42.7,28.0,16.8,14.0,28.0,26.9,69.3,49.2,38.8,38.3,27.9,12.9,11.6,43.3,40.2,29.6,32.4,71.0,78.513,82.62,1.78,1.76,1.65,68.782,67.4,66.5,1.065,0.888,39.935,2017
3,Iowa St.,127.7,95.5,0.966,4–1,4,5,61.8,49.1,32.0,24.8,14.4,12.4,20.6,28.7,69.6,62.1,50.0,40.9,31.6,10.7,10.3,49.7,55.0,38.7,36.2,68.2,76.814,78.437,2.508,-0.53,-0.114,54.193,71.4,70.0,1.195,1.071,50.182,2017
4,Rhode Island,124.0,93.0,0.965,4–1,4,5,55.1,43.8,40.0,37.7,15.3,16.5,27.1,33.0,66.8,55.6,43.2,36.1,30.0,10.1,5.1,49.3,44.2,35.3,31.1,66.1,77.065,79.822,1.795,0.34,0.393,64.496,73.6,73.4,1.15,0.997,35.92,2017
5,Michigan,128.3,96.7,0.963,6–1,6,7,58.1,51.4,26.7,21.2,12.1,17.8,19.0,33.6,64.0,58.8,49.7,38.2,37.4,7.0,8.8,51.8,46.9,44.5,27.7,64.3,78.154,81.791,2.007,1.03,1.093,64.639,81.7,68.2,1.177,1.068,51.494,2017
6,Wisconsin,123.2,93.4,0.96,4–2,4,6,54.8,50.6,31.4,32.7,18.3,16.7,37.7,28.5,61.6,50.5,48.0,40.9,36.8,7.8,8.9,51.9,41.4,39.5,35.8,63.2,77.532,80.762,2.056,0.82,1.3,56.744,64.8,74.0,1.149,1.057,52.442,2017
7,South Carolina,119.8,92.0,0.954,4–2,4,6,49.4,48.9,43.1,33.4,14.8,22.6,32.3,32.0,68.5,50.2,46.6,31.9,35.2,10.3,11.1,44.8,52.1,32.5,38.6,68.9,77.096,80.611,1.537,2.94,3.093,50.958,72.0,81.1,1.105,1.01,57.491,2017
8,Wichita St.,114.2,87.7,0.954,4–1,4,5,46.0,41.2,50.4,32.4,18.0,15.5,36.7,26.6,65.7,40.1,40.4,38.3,28.3,14.6,13.7,45.9,47.5,34.1,39.8,66.1,77.722,80.469,1.45,-0.52,0.379,40.472,74.1,64.1,1.087,0.892,32.123,2017
9,Kentucky,117.9,90.7,0.953,6–1,6,7,50.2,46.4,44.3,29.6,14.7,17.8,30.1,30.4,69.7,48.6,48.6,36.1,28.2,11.8,10.6,47.5,47.2,30.2,33.6,68.9,77.433,81.549,0.935,0.69,0.629,86.539,72.1,71.2,1.096,0.985,42.391,2017
10,Florida,117.8,90.9,0.952,3–2,3,5,49.0,47.9,35.9,33.9,18.0,19.1,30.4,27.9,65.7,50.0,47.6,31.6,32.3,11.2,5.1,43.5,44.5,39.3,33.2,68.7,77.266,80.777,1.974,1.03,1.464,70.37,74.0,71.6,1.047,0.975,49.001,2017
